schuljahr,abschlussart,geschlecht,schulart,anzahl
1997/98,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
1997/98,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
1997/98,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
1997/98,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
1997/98,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1998/99,mit Fachhochschulreife,männlich,Grundschulen,-
1998/99,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
1998/99,mit Fachhochschulreife,männlich,Gymnasien,-
1998/99,mit Fachhochschulreife,männlich,Förderschulen,-
1998/99,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
1998/99,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
1998/99,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
1998/99,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
1998/99,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1999/00,mit Fachhochschulreife,männlich,Grundschulen,-
1999/00,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
1999/00,mit Fachhochschulreife,männlich,Gymnasien,-
1999/00,mit Fachhochschulreife,männlich,Förderschulen,-
1999/00,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
1999/00,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
1999/00,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
1999/00,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
1999/00,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2000/01,mit Fachhochschulreife,männlich,Grundschulen,-
2000/01,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2000/01,mit Fachhochschulreife,männlich,Gymnasien,-
2000/01,mit Fachhochschulreife,männlich,Förderschulen,-
2000/01,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2000/01,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2000/01,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2000/01,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2000/01,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2001/02,mit Fachhochschulreife,männlich,Grundschulen,-
2001/02,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2001/02,mit Fachhochschulreife,männlich,Gymnasien,-
2001/02,mit Fachhochschulreife,männlich,Förderschulen,-
2001/02,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2001/02,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2001/02,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2001/02,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2001/02,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2002/03,mit Fachhochschulreife,männlich,Grundschulen,-
2002/03,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2002/03,mit Fachhochschulreife,männlich,Gymnasien,-
2002/03,mit Fachhochschulreife,männlich,Förderschulen,-
2002/03,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2002/03,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2002/03,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2002/03,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2002/03,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2003/04,mit Fachhochschulreife,männlich,Grundschulen,-
2003/04,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2003/04,mit Fachhochschulreife,männlich,Gymnasien,-
2003/04,mit Fachhochschulreife,männlich,Förderschulen,-
2003/04,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2003/04,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2003/04,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2003/04,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2003/04,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2004/05,mit Fachhochschulreife,männlich,Grundschulen,-
2004/05,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2004/05,mit Fachhochschulreife,männlich,Gymnasien,-
2004/05,mit Fachhochschulreife,männlich,Förderschulen,-
2004/05,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2004/05,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2004/05,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2004/05,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2004/05,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2005/06,mit Fachhochschulreife,männlich,Grundschulen,-
2005/06,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2005/06,mit Fachhochschulreife,männlich,Gymnasien,-
2005/06,mit Fachhochschulreife,männlich,Förderschulen,-
2005/06,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2005/06,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2005/06,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2005/06,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2005/06,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2006/07,mit Fachhochschulreife,männlich,Grundschulen,-
2006/07,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2006/07,mit Fachhochschulreife,männlich,Gymnasien,-
2006/07,mit Fachhochschulreife,männlich,Förderschulen,-
2006/07,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2006/07,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2006/07,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2006/07,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2006/07,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2007/08,mit Fachhochschulreife,männlich,Grundschulen,-
2007/08,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2007/08,mit Fachhochschulreife,männlich,Gymnasien,-
2007/08,mit Fachhochschulreife,männlich,Förderschulen,-
2007/08,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2007/08,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2007/08,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2007/08,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2007/08,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2008/09,mit Fachhochschulreife,männlich,Grundschulen,-
2008/09,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2008/09,mit Fachhochschulreife,männlich,Gymnasien,-
2008/09,mit Fachhochschulreife,männlich,Förderschulen,-
2008/09,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2008/09,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2008/09,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2008/09,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2008/09,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2009/10,mit Fachhochschulreife,männlich,Grundschulen,-
2009/10,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2009/10,mit Fachhochschulreife,männlich,Gymnasien,-
2009/10,mit Fachhochschulreife,männlich,Förderschulen,-
2009/10,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2009/10,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2009/10,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2009/10,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2009/10,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2010/11,mit Fachhochschulreife,männlich,Grundschulen,-
2010/11,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2010/11,mit Fachhochschulreife,männlich,Gymnasien,-
2010/11,mit Fachhochschulreife,männlich,Förderschulen,-
2010/11,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2010/11,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2010/11,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2010/11,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2010/11,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2011/12,mit Fachhochschulreife,männlich,Grundschulen,-
2011/12,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2011/12,mit Fachhochschulreife,männlich,Gymnasien,-
2011/12,mit Fachhochschulreife,männlich,Förderschulen,-
2011/12,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2011/12,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2011/12,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2011/12,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2011/12,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2012/13,mit Fachhochschulreife,männlich,Grundschulen,-
2012/13,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2012/13,mit Fachhochschulreife,männlich,Gymnasien,-
2012/13,mit Fachhochschulreife,männlich,Förderschulen,-
2012/13,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2012/13,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2012/13,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2012/13,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2012/13,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2013/14,mit Fachhochschulreife,männlich,Grundschulen,-
2013/14,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2013/14,mit Fachhochschulreife,männlich,Gymnasien,-
2013/14,mit Fachhochschulreife,männlich,Förderschulen,-
2013/14,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2013/14,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2013/14,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2013/14,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2013/14,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2014/15,mit Fachhochschulreife,männlich,Grundschulen,-
2014/15,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2014/15,mit Fachhochschulreife,männlich,Gymnasien,-
2014/15,mit Fachhochschulreife,männlich,Förderschulen,-
2014/15,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2014/15,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2014/15,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2014/15,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2014/15,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2015/16,mit Fachhochschulreife,männlich,Grundschulen,-
2015/16,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2015/16,mit Fachhochschulreife,männlich,Gymnasien,-
2015/16,mit Fachhochschulreife,männlich,Förderschulen,-
2015/16,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2015/16,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2015/16,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2015/16,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2015/16,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2016/17,mit Fachhochschulreife,männlich,Grundschulen,-
2016/17,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2016/17,mit Fachhochschulreife,männlich,Gymnasien,-
2016/17,mit Fachhochschulreife,männlich,Förderschulen,-
2016/17,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2016/17,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2016/17,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2016/17,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2016/17,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2017/18,mit Fachhochschulreife,männlich,Grundschulen,-
2017/18,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2017/18,mit Fachhochschulreife,männlich,Gymnasien,-
2017/18,mit Fachhochschulreife,männlich,Förderschulen,-
2017/18,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2017/18,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2017/18,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2017/18,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2017/18,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2018/19,mit Fachhochschulreife,männlich,Grundschulen,-
2018/19,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2018/19,mit Fachhochschulreife,männlich,Gymnasien,-
2018/19,mit Fachhochschulreife,männlich,Förderschulen,-
2018/19,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2018/19,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2018/19,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2018/19,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2018/19,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2019/20,mit Fachhochschulreife,männlich,Grundschulen,-
2019/20,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2019/20,mit Fachhochschulreife,männlich,Gymnasien,-
2019/20,mit Fachhochschulreife,männlich,Förderschulen,-
2019/20,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2019/20,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2019/20,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2019/20,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2019/20,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2020/21,mit Fachhochschulreife,männlich,Grundschulen,-
2020/21,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2020/21,mit Fachhochschulreife,männlich,Gymnasien,-
2020/21,mit Fachhochschulreife,männlich,Förderschulen,-
2020/21,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2020/21,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2020/21,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2020/21,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2020/21,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2021/22,mit Fachhochschulreife,männlich,Grundschulen,-
2021/22,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2021/22,mit Fachhochschulreife,männlich,Gymnasien,-
2021/22,mit Fachhochschulreife,männlich,Förderschulen,-
2021/22,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2021/22,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2021/22,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2021/22,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2021/22,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2022/23,mit Fachhochschulreife,männlich,Grundschulen,-
2022/23,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2022/23,mit Fachhochschulreife,männlich,Gymnasien,-
2022/23,mit Fachhochschulreife,männlich,Förderschulen,-
2022/23,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2022/23,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2022/23,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2022/23,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2022/23,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2023/24,mit Fachhochschulreife,männlich,Grundschulen,-
2023/24,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2023/24,mit Fachhochschulreife,männlich,Gymnasien,-
2023/24,mit Fachhochschulreife,männlich,Förderschulen,-
2023/24,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2023/24,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2023/24,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2023/24,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2023/24,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2024/25,mit Fachhochschulreife,männlich,Grundschulen,-
2024/25,mit Fachhochschulreife,männlich,Schularten mit mehreren Bildungsgängen,-
2024/25,mit Fachhochschulreife,männlich,Gymnasien,-
2024/25,mit Fachhochschulreife,männlich,Förderschulen,-
2024/25,mit Fachhochschulreife,männlich,Freie Waldorfschulen,-
2024/25,mit Fachhochschulreife,männlich,Gemeinschaftsschulen,-
2024/25,mit Fachhochschulreife,männlich,Integrierte Gesamtschulen,-
2024/25,mit Fachhochschulreife,männlich,Schulen des zweiten Bildungsweges,-
2024/25,mit Fachhochschulreife,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1994/95,mit Fachhochschulreife,weiblich,Grundschulen,-
1994/95,mit Fachhochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,-
1994/95,mit Fachhochschulreife,weiblich,Gymnasien,-
1994/95,mit Fachhochschulreife,weiblich,Förderschulen,-
1994/95,mit Fachhochschulreife,weiblich,Freie Waldorfschulen,-
1994/95,mit Fachhochschulreife,weiblich,Gemeinschaftsschulen,-
1994/95,mit Fachhochschulreife,weiblich,Integrierte Gesamtschulen,-
1994/95,mit Fachhochschulreife,weiblich,Schulen des zweiten Bildungsweges,-
1994/95,mit Fachhochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1995/96,mit Fachhochschulreife,weiblich,Grundschulen,-
1995/96,mit Fachhochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,-
1995/96,mit Fachhochschulreife,weiblich,Gymnasien,-
1995/96,mit Fachhochschulreife,weiblich,Förderschulen,-
1995/96,mit Fachhochschulreife,weiblich,Freie Waldorfschulen,-
1995/96,mit Fachhochschulreife,weiblich,Gemeinschaftsschulen,-
1995/96,mit Fachhochschulreife,weiblich,Integrierte Gesamtschulen,-
1995/96,mit Fachhochschulreife,weiblich,Schulen des zweiten Bildungsweges,-
1995/96,mit Fachhochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1996/97,mit Fachhochschulreife,weiblich,Grundschulen,-
1996/97,mit Fachhochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,-
1996/97,mit Fachhochschulreife,weiblich,Gymnasien,-
1996/97,mit Fachhochschulreife,weiblich,Förderschulen,-
1996/97,mit Fachhochschulreife,weiblich,Freie Waldorfschulen,-
1996/97,mit Fachhochschulreife,weiblich,Gemeinschaftsschulen,-
1996/97,mit Fachhochschulreife,weiblich,Integrierte Gesamtschulen,-
1996/97,mit Fachhochschulreife,weiblich,Schulen des zweiten Bildungsweges,-
1996/97,mit Fachhochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1997/98,mit Fachhochschulreife,weiblich,Grundschulen,-
1997/98,mit Fachhochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,-
1997/98,mit Fachhochschulreife,weiblich,Gymnasien,-
1997/98,mit Fachhochschulreife,weiblich,Förderschulen,-
1997/98,mit Fachhochschulreife,weiblich,Freie Waldorfschulen,-
1997/98,mit Fachhochschulreife,weiblich,Gemeinschaftsschulen,-
1997/98,mit Fachhochschulreife,weiblich,Integrierte Gesamtschulen,-
1997/98,mit Fachhochschulreife,weiblich,Schulen des zweiten Bildungsweges,-
1997/98,mit Fachhochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1998/99,mit Fachhochschulreife,weiblich,Grundschulen,-
1998/99,mit Fachhochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,-
